OBJECTID,Region,LANSLU,Soil_Subgroup,Shape_Area,Shape_Length,Primary_Soil_Classification,Primary_Soil_Value,Secondary_Soil_Classification,Secondary_Soil_Value,Tertiary_Soil_Classification,Tertiary_Soil_Value,Total_Soil_Classifications_Count,Total_Soil_Classification_Value
50624,COORONG DISTRICT COUNCIL,CMBO-A,H3,0.00132672,0.374495691,H3,65,G2,20,G3,15,3,100
50630,COORONG DISTRICT COUNCIL,GLYNGA,G3,0.000478446,0.172892175,G3,55.25,G2,17,H3,12.75,5,100
50637,COORONG DISTRICT COUNCIL,MREGkA,G3,1.57E-05,0.014945664,G3,80,D3,20,None,0,2,100
50638,COORONG DISTRICT COUNCIL,KUMNAA,B7,0.000159539,0.104380005,B7,65,G3,20,B3,15,3,100
50644,COORONG DISTRICT COUNCIL,KUMNAA,B7,1.28E-05,0.015388046,B7,65,G3,20,B3,15,3,100
50645,COORONG DISTRICT COUNCIL,ARCMHC,B6,0.000226165,0.095105845,B6,24.75,B8,19.25,G2,18,6,100
50647,COORONG DISTRICT COUNCIL,KUMOAI,G2,0.000530178,0.287176974,G2,35.75,H3,35,G3,29.25,3,100
50651,COORONG DISTRICT COUNCIL,GLYNGA,G3,1.91E-05,0.01923569,G3,55.25,G2,17,H3,12.75,5,100
50652,COORONG DISTRICT COUNCIL,KUMOAE,H3,0.002091243,0.892391252,H3,85,G2,8.25,G3,6.75,3,100
50654,COORONG DISTRICT COUNCIL,ARCO-A,H3,4.29E-05,0.031532288,H3,100,None,0,None,0,1,100
50657,COORONG DISTRICT COUNCIL,KUMNAD,B7,8.89E-05,0.055338999,B7,48.75,G3,15,H3,13.75,5,100
50659,COORONG DISTRICT COUNCIL,KUMNAD,B7,0.002239769,0.894226206,B7,48.75,G3,15,H3,13.75,5,100
50666,COORONG DISTRICT COUNCIL,LELNGp,G3,0.000154647,0.076440805,G3,65,G4,12,H3,9,6,100
50667,COORONG DISTRICT COUNCIL,ARCMHC,B6,2.64E-05,0.024152506,B6,24.75,B8,19.25,G2,18,6,100
50672,COORONG DISTRICT COUNCIL,ARCOEa,H3,4.98E-05,0.03895126,H3,65,G3,19.25,G2,15.75,3,100
50673,COORONG DISTRICT COUNCIL,KUMNGF,G3,4.00E-05,0.03207528,G3,76,B7,19,N2,4,4,100
50675,COORONG DISTRICT COUNCIL,KUMNGG,G3,4.15E-05,0.043417807,G3,60,B7,20.98,H3,8,6,100
50676,COORONG DISTRICT COUNCIL,KUMNAA,B7,3.73E-05,0.031912453,B7,65,G3,20,B3,15,3,100
50681,COORONG DISTRICT COUNCIL,RICZnP,N2,0.000281538,0.138629844,N2,68,F2,17,H3,8.25,4,100
50683,COORONG DISTRICT COUNCIL,RICNAb,B7,0.000246635,0.102416807,B7,41.25,B6,33.75,H3,9,6,100
50684,COORONG DISTRICT COUNCIL,RICNAb,B7,0.000397748,0.12279914,B7,41.25,B6,33.75,H3,9,6,100
50692,COORONG DISTRICT COUNCIL,KUMOAE,H3,0.000142518,0.123431018,H3,85,G2,8.25,G3,6.75,3,100
50700,COORONG DISTRICT COUNCIL,KUMNGA,G3,0.000338511,0.190087636,G3,80,B7,20,None,0,2,100
50702,COORONG DISTRICT COUNCIL,KUMO-B,H3,3.19E-05,0.025803073,H3,100,None,0,None,0,1,100
50714,COORONG DISTRICT COUNCIL,GOHGmA,G3,2.19E-05,0.018149417,G3,85,G2,8.25,H3,6.75,3,100
50721,COORONG DISTRICT COUNCIL,COBNGD,G2,0.004933461,1.005728622,G2,33.25,B7,28.5,H3,19,5,100
50724,COORONG DISTRICT COUNCIL,MREMHB,B3,6.52E-06,0.009384285,B3,30.25,B8,24.75,G2,18,5,100
50726,COORONG DISTRICT COUNCIL,KUMOAJ,G2,8.26E-05,0.054835029,G2,35.75,H3,35,G3,29.25,3,100
50727,COORONG DISTRICT COUNCIL,LELZS-,N2,1.16E-05,0.016678604,N2,100,None,0,None,0,1,100
50734,COORONG DISTRICT COUNCIL,ARCMHC,B6,5.24E-06,0.010642292,B6,24.75,B8,19.25,G2,18,6,100
50736,COORONG DISTRICT COUNCIL,MREGlA,G3,2.44E-05,0.020598162,G3,60,H3,25,D3,15,3,100
50738,COORONG DISTRICT COUNCIL,GOHGmA,G3,1.19E-05,0.012893774,G3,85,G2,8.25,H3,6.75,3,100
50744,COORONG DISTRICT COUNCIL,KUMO-B,H3,2.23E-05,0.028181397,H3,100,None,0,None,0,1,100
50749,COORONG DISTRICT COUNCIL,ARCMHC,B6,3.06E-05,0.024595356,B6,24.75,B8,19.25,G2,18,6,100
50753,COORONG DISTRICT COUNCIL,KUMNAP,B7,0.001804746,0.672281053,B7,48.75,G3,15,B3,11.25,7,100
50755,COORONG DISTRICT COUNCIL,GLYZS-,N2,1.71E-05,0.026501598,N2,100,None,0,None,0,1,100
50756,COORONG DISTRICT COUNCIL,KUMO-B,H3,3.81E-05,0.043574604,H3,100,None,0,None,0,1,100
50757,COORONG DISTRICT COUNCIL,LELNGp,G3,0.002374842,0.589978185,G3,65,G4,12,H3,9,6,100
50758,COORONG DISTRICT COUNCIL,ARCOEa,H3,6.25E-05,0.046049638,H3,65,G3,19.25,G2,15.75,3,100
50759,COORONG DISTRICT COUNCIL,ARCGrA,G3,8.13E-06,0.011841103,G3,40,A6,30.1,B7,29.9,3,100
50760,COORONG DISTRICT COUNCIL,LELO-A,H3,0.000157962,0.101129833,H3,40,G2,30.1,G3,29.9,3,100
50762,COORONG DISTRICT COUNCIL,ARCMHC,B6,0.004208965,0.897355966,B6,24.75,B8,19.25,G2,18,6,100
50768,COORONG DISTRICT COUNCIL,KUMOAJ,G2,1.62E-05,0.019110265,G2,35.75,H3,35,G3,29.25,3,100
50770,COORONG DISTRICT COUNCIL,RICZnJ,N2,2.80E-05,0.033728024,N2,80,F2,20,None,0,2,100
50771,COORONG DISTRICT COUNCIL,LELO-A,H3,2.27E-05,0.033884138,H3,40,G2,30.1,G3,29.9,3,100
50775,COORONG DISTRICT COUNCIL,TINO-B,H3,2.46E-05,0.0309612,H3,100,None,0,None,0,1,100
50777,COORONG DISTRICT COUNCIL,COBOAF,H3,1.18E-05,0.012858013,H3,65,G2,15.75,B7,12.25,4,100
50778,COORONG DISTRICT COUNCIL,TINO-B,H3,3.56E-06,0.007183172,H3,100,None,0,None,0,1,100
50779,COORONG DISTRICT COUNCIL,ARCMHC,B6,1.52E-05,0.015416104,B6,24.75,B8,19.25,G2,18,6,100
50793,COORONG DISTRICT COUNCIL,GOHGmA,G3,8.28E-06,0.010881209,G3,85,G2,8.25,H3,6.75,3,100
50795,COORONG DISTRICT COUNCIL,ARCOEa,H3,1.91E-05,0.018444394,H3,65,G3,19.25,G2,15.75,3,100
50796,COORONG DISTRICT COUNCIL,ARCMHC,B6,1.41E-05,0.015659166,B6,24.75,B8,19.25,G2,18,6,100
50797,COORONG DISTRICT COUNCIL,ARCMHC,B6,0.000126971,0.051422101,B6,24.75,B8,19.25,G2,18,6,100
50802,COORONG DISTRICT COUNCIL,RICZS-,WW,2.92E-05,0.040268667,WW,55,N2,45,None,0,2,100
50807,COORONG DISTRICT COUNCIL,ARCMHY,B6,4.68E-05,0.043572646,B6,20.25,G2,16,B8,15.75,7,100
50814,COORONG DISTRICT COUNCIL,GLYNGA,G3,1.19E-05,0.013525545,G3,55.25,G2,17,H3,12.75,5,100
50823,COORONG DISTRICT COUNCIL,MREMHB,B3,1.48E-05,0.017975199,B3,30.25,B8,24.75,G2,18,5,100
50838,COORONG DISTRICT COUNCIL,ARCMHC,B6,5.40E-05,0.031447283,B6,24.75,B8,19.25,G2,18,6,100
50840,COORONG DISTRICT COUNCIL,GOHGmA,G3,2.45E-05,0.018718256,G3,85,G2,8.25,H3,6.75,3,100
50847,COORONG DISTRICT COUNCIL,KUMNAA,B7,3.23E-06,0.006952048,B7,65,G3,20,B3,15,3,100
50851,COORONG DISTRICT COUNCIL,KUMO-B,H3,1.90E-05,0.017334036,H3,100,None,0,None,0,1,100
50853,COORONG DISTRICT COUNCIL,CMBNAA,B7,6.78E-06,0.012052732,B7,55,G4,45,None,0,2,100
50855,COORONG DISTRICT COUNCIL,KUMOAE,H3,6.15E-05,0.054991508,H3,85,G2,8.25,G3,6.75,3,100
50857,COORONG DISTRICT COUNCIL,KUMNAA,B7,5.58E-06,0.01016749,B7,65,G3,20,B3,15,3,100
50858,COORONG DISTRICT COUNCIL,CMBOAK,H3,4.53E-05,0.053408908,H3,52,G2,25.25,G3,15.75,4,100
50859,COORONG DISTRICT COUNCIL,MREGkA,G3,6.23E-06,0.009132098,G3,80,D3,20,None,0,2,100
50861,COORONG DISTRICT COUNCIL,CMBO-A,H3,5.75E-05,0.054643197,H3,65,G2,20,G3,15,3,100
50863,COORONG DISTRICT COUNCIL,KUMNAA,B7,0.000142683,0.10463098,B7,65,G3,20,B3,15,3,100
50866,COORONG DISTRICT COUNCIL,KUMO-B,H3,0.000291969,0.218559698,H3,100,None,0,None,0,1,100
50881,COORONG DISTRICT COUNCIL,KUMZnJ,N2,1.46E-05,0.017051368,N2,100,None,0,None,0,1,100
50887,COORONG DISTRICT COUNCIL,KUMNAD,B7,3.99E-05,0.037211594,B7,48.75,G3,15,H3,13.75,5,100
50888,COORONG DISTRICT COUNCIL,KUMO-B,H3,9.48E-06,0.019029123,H3,100,None,0,None,0,1,100
50890,COORONG DISTRICT COUNCIL,RICZnP,N2,0.000124833,0.064620725,N2,68,F2,17,H3,8.25,4,100
50894,COORONG DISTRICT COUNCIL,GLYNGA,G3,3.47E-05,0.041164962,G3,55.25,G2,17,H3,12.75,5,100
50898,COORONG DISTRICT COUNCIL,TINNAa,B7,0.00095742,0.256545765,B7,45,B3,35,B6,20,3,100
50910,COORONG DISTRICT COUNCIL,ARCMHC,B6,1.62E-05,0.017410114,B6,24.75,B8,19.25,G2,18,6,100
50932,COORONG DISTRICT COUNCIL,KUMOAF,H3,7.87E-05,0.057053083,H3,75,G2,13.75,G3,11.25,3,100
50939,COORONG DISTRICT COUNCIL,RICZnJ,N2,0.000181721,0.074373643,N2,80,F2,20,None,0,2,100
50945,COORONG DISTRICT COUNCIL,KUMNGA,G3,0.000376857,0.167701314,G3,80,B7,20,None,0,2,100
50947,COORONG DISTRICT COUNCIL,GLYZS-,N2,2.56E-05,0.027298636,N2,100,None,0,None,0,1,100
50952,COORONG DISTRICT COUNCIL,LELOAK,G2,0.000164484,0.082452512,G2,49.5,H3,30.25,G3,20.25,3,100
50954,COORONG DISTRICT COUNCIL,COBOAF,H3,0.000142725,0.077260608,H3,65,G2,15.75,B7,12.25,4,100
50960,COORONG DISTRICT COUNCIL,KUMO-B,H3,2.55E-05,0.035552536,H3,100,None,0,None,0,1,100
50964,COORONG DISTRICT COUNCIL,KUMOAF,H3,7.69E-05,0.047006249,H3,75,G2,13.75,G3,11.25,3,100
50965,COORONG DISTRICT COUNCIL,KUMO-B,H3,2.80E-05,0.033704846,H3,100,None,0,None,0,1,100
50975,COORONG DISTRICT COUNCIL,LELNGp,G3,3.00E-05,0.024144418,G3,65,G4,12,H3,9,6,100
50980,COORONG DISTRICT COUNCIL,GLYNGD,G3,4.13E-05,0.033668843,G3,39,H3,34,G2,12,5,100
50982,COORONG DISTRICT COUNCIL,GOHGmA,G3,6.72E-05,0.05710305,G3,85,G2,8.25,H3,6.75,3,100
50983,COORONG DISTRICT COUNCIL,BIRO-A,H3,1.65E-05,0.019627332,H3,100,None,0,None,0,1,100
50984,COORONG DISTRICT COUNCIL,ARCOEa,H3,0.000179054,0.090354277,H3,65,G3,19.25,G2,15.75,3,100
50985,COORONG DISTRICT COUNCIL,TINNAa,B7,0.000615795,0.21888342,B7,45,B3,35,B6,20,3,100
50993,COORONG DISTRICT COUNCIL,ARCOEg,H3,0.00042608,0.159179289,H3,45,G3,30.25,G2,24.75,3,100
50994,COORONG DISTRICT COUNCIL,GOHOAI,G2,7.55E-05,0.054360963,G2,39.25,H3,36,G3,24.75,3,100
50996,COORONG DISTRICT COUNCIL,ARCMHC,B6,0.00031084,0.149373385,B6,24.75,B8,19.25,G2,18,6,100
50999,COORONG DISTRICT COUNCIL,KUMOAE,H3,0.000488406,0.302417604,H3,85,G2,8.25,G3,6.75,3,100
51000,COORONG DISTRICT COUNCIL,GLYMJt,B3,6.53E-05,0.072408307,B3,24.75,B2,20.25,H3,18,8,100
51006,COORONG DISTRICT COUNCIL,KUMOAJ,G2,8.20E-05,0.056073204,G2,35.75,H3,35,G3,29.25,3,100
51008,COORONG DISTRICT COUNCIL,KUMNGA,G3,1.55E-05,0.016779397,G3,80,B7,20,None,0,2,100
51013,COORONG DISTRICT COUNCIL,SHAOBJ,H3,0.001282777,0.355063476,H3,45,G2,19.25,G3,16.5,5,100
51014,COORONG DISTRICT COUNCIL,KUMOAE,H3,0.000240577,0.158510907,H3,85,G2,8.25,G3,6.75,3,100
51017,COORONG DISTRICT COUNCIL,KUMNAA,B7,8.34E-06,0.011922481,B7,65,G3,20,B3,15,3,100
51018,COORONG DISTRICT COUNCIL,GOHGmA,G3,6.82E-06,0.009766114,G3,85,G2,8.25,H3,6.75,3,100
51022,COORONG DISTRICT COUNCIL,RICZnP,N2,5.14E-05,0.041612766,N2,68,F2,17,H3,8.25,4,100
51027,COORONG DISTRICT COUNCIL,ARCMHY,B6,4.32E-05,0.032323054,B6,20.25,G2,16,B8,15.75,7,100
51030,COORONG DISTRICT COUNCIL,ARCOEg,H3,0.000332187,0.11121145,H3,45,G3,30.25,G2,24.75,3,100
51031,COORONG DISTRICT COUNCIL,MCAGbA,G3,0.000216987,0.121938665,G3,41.25,H3,25,G4,15,5,100
51032,COORONG DISTRICT COUNCIL,KUMNAa,B7,0.000156168,0.100984147,B7,65,G3,20,B3,15,3,100
51037,COORONG DISTRICT COUNCIL,ARCOEa,H3,0.000668825,0.215720744,H3,65,G3,19.25,G2,15.75,3,100
51040,COORONG DISTRICT COUNCIL,LELOSS,H3,0.000189726,0.112514465,H3,41.25,G2,33.75,G3,16,5,100
51041,COORONG DISTRICT COUNCIL,GOHGmA,G3,8.09E-06,0.015119982,G3,85,G2,8.25,H3,6.75,3,100
51042,COORONG DISTRICT COUNCIL,KUMNGF,G3,0.000103541,0.075028237,G3,76,B7,19,N2,4,4,100
51043,COORONG DISTRICT COUNCIL,ARCMHC,B6,0.000283603,0.121117299,B6,24.75,B8,19.25,G2,18,6,100
51045,COORONG DISTRICT COUNCIL,ARCMHY,B6,3.04E-05,0.030521746,B6,20.25,G2,16,B8,15.75,7,100
51078,COORONG DISTRICT COUNCIL,GLYNGA,G3,0.000529588,0.203070921,G3,55.25,G2,17,H3,12.75,5,100
51079,COORONG DISTRICT COUNCIL,LELZS-,N2,0.000169924,0.103671951,N2,100,None,0,None,0,1,100
51085,COORONG DISTRICT COUNCIL,KUMO-B,H3,1.13E-05,0.017062985,H3,100,None,0,None,0,1,100
51089,COORONG DISTRICT COUNCIL,TINO-B,H3,1.04E-05,0.016021953,H3,100,None,0,None,0,1,100
51090,COORONG DISTRICT COUNCIL,KUMNAA,B7,1.63E-05,0.025347895,B7,65,G3,20,B3,15,3,100
51091,COORONG DISTRICT COUNCIL,GLYNGA,G3,1.73E-05,0.016441279,G3,55.25,G2,17,H3,12.75,5,100
51095,COORONG DISTRICT COUNCIL,CMBNAA,B7,1.39E-05,0.021063709,B7,55,G4,45,None,0,2,100
51100,COORONG DISTRICT COUNCIL,COBMHB,H3,7.27E-05,0.047279588,H3,30.25,B3,24.75,G2,24.75,4,100
51102,COORONG DISTRICT COUNCIL,KUMNAA,B7,7.26E-06,0.010592926,B7,65,G3,20,B3,15,3,100
51104,COORONG DISTRICT COUNCIL,ARCMHC,B6,7.17E-06,0.010483321,B6,24.75,B8,19.25,G2,18,6,100
51105,COORONG DISTRICT COUNCIL,ARCMHY,B6,0.000114222,0.07756621,B6,20.25,G2,16,B8,15.75,7,100
51106,COORONG DISTRICT COUNCIL,CMBNAA,B7,4.71E-05,0.040905965,B7,55,G4,45,None,0,2,100
51108,COORONG DISTRICT COUNCIL,KUMOAF,H3,3.97E-05,0.046188583,H3,75,G2,13.75,G3,11.25,3,100
51111,COORONG DISTRICT COUNCIL,KUMOAJ,G2,0.000168889,0.074484615,G2,35.75,H3,35,G3,29.25,3,100
51115,COORONG DISTRICT COUNCIL,KUMNGA,G3,1.05E-05,0.01270246,G3,80,B7,20,None,0,2,100
51125,COORONG DISTRICT COUNCIL,RICOSM,G3,2.92E-05,0.032748271,G3,40,H3,30.25,G2,24.75,4,100
51126,COORONG DISTRICT COUNCIL,KUMNAA,B7,3.42E-05,0.028150694,B7,65,G3,20,B3,15,3,100
51128,COORONG DISTRICT COUNCIL,LELNGD,G3,0.000223854,0.121772395,G3,55,H3,20.25,G2,15.75,4,100
51136,COORONG DISTRICT COUNCIL,GLYNGF,G3,2.09E-05,0.020596837,G3,45.5,G2,14,H3,10.5,7,100
51139,COORONG DISTRICT COUNCIL,KUMNGA,G3,2.86E-05,0.027956242,G3,80,B7,20,None,0,2,100
51144,COORONG DISTRICT COUNCIL,LELZoP,N2,3.73E-05,0.026999913,N2,45,H3,22,G2,18,5,100
51151,COORONG DISTRICT COUNCIL,COGMJn,B3,7.55E-06,0.010608418,B3,95,N2,5,None,0,2,100
51152,COORONG DISTRICT COUNCIL,ARCMHC,B6,2.75E-05,0.019858531,B6,24.75,B8,19.25,G2,18,6,100
51164,COORONG DISTRICT COUNCIL,TIEOAJ,H3,2.17E-05,0.0274397,H3,64.25,G2,35.75,None,0,2,100
51175,COORONG DISTRICT COUNCIL,ARCOEg,H3,5.34E-06,0.008398867,H3,45,G3,30.25,G2,24.75,3,100
51177,COORONG DISTRICT COUNCIL,ARCMHC,B6,7.92E-05,0.033766212,B6,24.75,B8,19.25,G2,18,6,100
51180,COORONG DISTRICT COUNCIL,BIROEJ,H3,3.43E-05,0.02442902,H3,45,G2,30.25,B7,24.75,3,100
51185,COORONG DISTRICT COUNCIL,MREGkA,G3,5.94E-05,0.038870329,G3,80,D3,20,None,0,2,100
51187,COORONG DISTRICT COUNCIL,KUMZnJ,N2,1.61E-05,0.018304942,N2,100,None,0,None,0,1,100
51188,COORONG DISTRICT COUNCIL,COGMJn,B3,1.40E-05,0.021259679,B3,95,N2,5,None,0,2,100
51192,COORONG DISTRICT COUNCIL,KUMNAA,B7,7.45E-05,0.069753831,B7,65,G3,20,B3,15,3,100
51211,COORONG DISTRICT COUNCIL,KUMNAA,B7,5.25E-05,0.042484053,B7,65,G3,20,B3,15,3,100
51214,COORONG DISTRICT COUNCIL,ARCOEa,H3,3.70E-05,0.025767067,H3,65,G3,19.25,G2,15.75,3,100
51217,COORONG DISTRICT COUNCIL,KUMNAA,B7,0.000360334,0.242329269,B7,65,G3,20,B3,15,3,100
51221,COORONG DISTRICT COUNCIL,ARCMHC,B6,4.09E-05,0.038286543,B6,24.75,B8,19.25,G2,18,6,100
51222,COORONG DISTRICT COUNCIL,KUMNGA,G3,9.91E-05,0.063820189,G3,80,B7,20,None,0,2,100
51223,COORONG DISTRICT COUNCIL,GLYMHB,B3,0.001257693,0.359692674,B3,30.25,B7,24.75,H3,24.75,4,100
51226,COORONG DISTRICT COUNCIL,KUMO-B,H3,8.83E-05,0.075840486,H3,100,None,0,None,0,1,100
51228,COORONG DISTRICT COUNCIL,RICNAb,B7,9.52E-05,0.0760371,B7,41.25,B6,33.75,H3,9,6,100
51229,COORONG DISTRICT COUNCIL,KUMOAF,H3,5.97E-05,0.050065817,H3,75,G2,13.75,G3,11.25,3,100
51231,COORONG DISTRICT COUNCIL,KUMOAJ,G2,0.000270819,0.113742765,G2,35.75,H3,35,G3,29.25,3,100
51236,COORONG DISTRICT COUNCIL,ARCMHC,B6,4.67E-06,0.007976792,B6,24.75,B8,19.25,G2,18,6,100
51247,COORONG DISTRICT COUNCIL,COGWI-,N2,3.73E-05,0.043695266,N2,35,B7,22,B2,18,6,100
51255,COORONG DISTRICT COUNCIL,BIROGb,H3,0.000442087,0.134245445,H3,65,G2,16.5,B7,13.5,5,100
51266,COORONG DISTRICT COUNCIL,KUMNGA,G3,0.001285476,0.370458818,G3,80,B7,20,None,0,2,100
51270,COORONG DISTRICT COUNCIL,MREOAF,H3,9.98E-05,0.053594051,H3,75,G3,20,D3,5,3,100
51272,COORONG DISTRICT COUNCIL,ARCOEa,H3,5.32E-05,0.047048366,H3,65,G3,19.25,G2,15.75,3,100
51277,COORONG DISTRICT COUNCIL,GLYNGA,G3,3.58E-05,0.025553912,G3,55.25,G2,17,H3,12.75,5,100
51279,COORONG DISTRICT COUNCIL,GOHGmA,G3,4.51E-05,0.039491327,G3,85,G2,8.25,H3,6.75,3,100
51280,COORONG DISTRICT COUNCIL,KUMNAd,B7,0.000689585,0.202177122,B7,48.75,G3,15,H3,13.75,5,100
51282,COORONG DISTRICT COUNCIL,GOHOAI,G2,8.66E-05,0.050763088,G2,39.25,H3,36,G3,24.75,3,100
51283,COORONG DISTRICT COUNCIL,COGWVF,H1,0.000183216,0.104176735,H1,55,B3,45,None,0,2,100
51286,COORONG DISTRICT COUNCIL,ARCMHC,B6,0.000106224,0.056779535,B6,24.75,B8,19.25,G2,18,6,100
51289,COORONG DISTRICT COUNCIL,GLYNGA,G3,0.000219299,0.098511804,G3,55.25,G2,17,H3,12.75,5,100
51297,COORONG DISTRICT COUNCIL,RICZS-,WW,4.41E-05,0.02936344,WW,55,N2,45,None,0,2,100
51298,COORONG DISTRICT COUNCIL,KUMOAJ,G2,8.76E-05,0.075137049,G2,35.75,H3,35,G3,29.25,3,100
51301,COORONG DISTRICT COUNCIL,MEDO-B,H3,3.27E-05,0.039006898,H3,100,None,0,None,0,1,100
51303,COORONG DISTRICT COUNCIL,NGAOAE,H3,0.000379858,0.252312939,H3,75,G3,20,D3,5,3,100
51306,COORONG DISTRICT COUNCIL,KUMOAE,H3,6.93E-05,0.065854682,H3,85,G2,8.25,G3,6.75,3,100
51310,COORONG DISTRICT COUNCIL,ARCOEa,H3,0.000125579,0.081000617,H3,65,G3,19.25,G2,15.75,3,100
51311,COORONG DISTRICT COUNCIL,TINNAD,B7,0.000442085,0.109832895,B7,29.25,B3,22.75,H3,19.25,5,100
51317,COORONG DISTRICT COUNCIL,ARCOEg,H3,1.07E-05,0.012620152,H3,45,G3,30.25,G2,24.75,3,100
51318,COORONG DISTRICT COUNCIL,KUMOAJ,G2,4.13E-05,0.055304033,G2,35.75,H3,35,G3,29.25,3,100
51327,COORONG DISTRICT COUNCIL,BIRGrE,B7,0.000168176,0.075143227,B7,35,B6,30,A6,20,4,100
51341,COORONG DISTRICT COUNCIL,KUMOAF,H3,0.000167279,0.102268354,H3,75,G2,13.75,G3,11.25,3,100
51346,COORONG DISTRICT COUNCIL,KUMOAE,H3,0.000283566,0.160447205,H3,85,G2,8.25,G3,6.75,3,100
51348,COORONG DISTRICT COUNCIL,KUMNAD,B7,0.000383972,0.151895223,B7,48.75,G3,15,H3,13.75,5,100
51349,COORONG DISTRICT COUNCIL,KUMNGA,G3,1.10E-05,0.018083071,G3,80,B7,20,None,0,2,100
51352,COORONG DISTRICT COUNCIL,COBOAF,H3,0.000249182,0.181227075,H3,65,G2,15.75,B7,12.25,4,100
51354,COORONG DISTRICT COUNCIL,KUMOAJ,G2,0.000128816,0.085299885,G2,35.75,H3,35,G3,29.25,3,100
51367,COORONG DISTRICT COUNCIL,KUMOAF,H3,4.48E-05,0.033783798,H3,75,G2,13.75,G3,11.25,3,100
51373,COORONG DISTRICT COUNCIL,ARCOEa,H3,6.89E-05,0.054340191,H3,65,G3,19.25,G2,15.75,3,100
51381,COORONG DISTRICT COUNCIL,GOHO-A,H3,0.00599808,1.617888924,H3,75,G2,13.75,G3,11.25,3,100
51382,COORONG DISTRICT COUNCIL,GLYMHC,B3,0.035368788,6.425568922,B3,30.25,B7,24.75,H3,24.75,4,100
51384,COORONG DISTRICT COUNCIL,KUMOAJ,G2,7.61E-05,0.067294471,G2,35.75,H3,35,G3,29.25,3,100
51394,COORONG DISTRICT COUNCIL,KUMOAF,H3,3.99E-05,0.040115172,H3,75,G2,13.75,G3,11.25,3,100
51429,COORONG DISTRICT COUNCIL,KUMNAA,B7,9.32E-06,0.01558418,B7,65,G3,20,B3,15,3,100
51432,COORONG DISTRICT COUNCIL,CMBNAA,B7,5.94E-06,0.00974783,B7,55,G4,45,None,0,2,100
51436,COORONG DISTRICT COUNCIL,ARCMHC,B6,2.30E-05,0.018930007,B6,24.75,B8,19.25,G2,18,6,100
51439,COORONG DISTRICT COUNCIL,GLYNGA,G3,7.71E-06,0.010667408,G3,55.25,G2,17,H3,12.75,5,100
51447,COORONG DISTRICT COUNCIL,RICNAb,B7,0.000172505,0.078448454,B7,41.25,B6,33.75,H3,9,6,100
51448,COORONG DISTRICT COUNCIL,KUMOAF,H3,1.53E-05,0.015231128,H3,75,G2,13.75,G3,11.25,3,100
51454,COORONG DISTRICT COUNCIL,KUMNAA,B7,3.60E-05,0.030129183,B7,65,G3,20,B3,15,3,100
51460,COORONG DISTRICT COUNCIL,COGWVF,H1,5.68E-05,0.03485144,H1,55,B3,45,None,0,2,100
51466,COORONG DISTRICT COUNCIL,KUMOAJ,G2,2.96E-05,0.037598232,G2,35.75,H3,35,G3,29.25,3,100
51478,COORONG DISTRICT COUNCIL,MREGkA,G3,7.32E-05,0.034620507,G3,80,D3,20,None,0,2,100
51493,COORONG DISTRICT COUNCIL,ARCMHC,B6,9.63E-06,0.013532848,B6,24.75,B8,19.25,G2,18,6,100
51506,COORONG DISTRICT COUNCIL,GLYNGD,G3,6.88E-05,0.057660695,G3,39,H3,34,G2,12,5,100
51509,COORONG DISTRICT COUNCIL,MREOAJ,H3,5.91E-05,0.041929478,H3,45,G3,44,D3,11,3,100
51520,COORONG DISTRICT COUNCIL,KUMNGA,G3,3.26E-05,0.031463889,G3,80,B7,20,None,0,2,100
51521,COORONG DISTRICT COUNCIL,RICZnJ,N2,0.000120887,0.075373953,N2,80,F2,20,None,0,2,100
51522,COORONG DISTRICT COUNCIL,ARCOEb,H3,0.000194448,0.115766859,H3,65,G3,19.25,G2,15.75,3,100
51526,COORONG DISTRICT COUNCIL,KUMNAA,B7,0.00022001,0.095774334,B7,65,G3,20,B3,15,3,100
51533,COORONG DISTRICT COUNCIL,GLYNGA,G3,3.89E-05,0.028464727,G3,55.25,G2,17,H3,12.75,5,100
51538,COORONG DISTRICT COUNCIL,COGMJn,B3,9.21E-06,0.013791146,B3,95,N2,5,None,0,2,100
51542,COORONG DISTRICT COUNCIL,KUMNAA,B7,5.54E-05,0.036536232,B7,65,G3,20,B3,15,3,100
51547,COORONG DISTRICT COUNCIL,KUMO-B,H3,6.78E-05,0.060227567,H3,100,None,0,None,0,1,100
51550,COORONG DISTRICT COUNCIL,GLYZS-,N2,4.26E-05,0.043957361,N2,100,None,0,None,0,1,100
51551,COORONG DISTRICT COUNCIL,CMBNAA,B7,7.81E-06,0.010304442,B7,55,G4,45,None,0,2,100
51552,COORONG DISTRICT COUNCIL,GLYNGA,G3,1.28E-05,0.014863768,G3,55.25,G2,17,H3,12.75,5,100
51573,COORONG DISTRICT COUNCIL,KUMOAF,H3,0.000157341,0.115105603,H3,75,G2,13.75,G3,11.25,3,100
51575,COORONG DISTRICT COUNCIL,KUMOAJ,G2,5.02E-05,0.051381238,G2,35.75,H3,35,G3,29.25,3,100
51580,COORONG DISTRICT COUNCIL,BIRO-A,H3,7.54E-06,0.010257697,H3,100,None,0,None,0,1,100
51591,COORONG DISTRICT COUNCIL,ARCGrA,G3,0.000113399,0.051178374,G3,40,A6,30.1,B7,29.9,3,100
51594,COORONG DISTRICT COUNCIL,COGMJn,B3,7.52E-06,0.011744309,B3,95,N2,5,None,0,2,100
